code,time_zone_id,name,city_code,country_id,location,elevation,url,icao,city,county,state,status
CUH,America/Oklahoma,Municipal,CUH,US,POINT (-96.76667 35.983334),935,,KCUH,Cushing,Payne County,Oklahoma,
BKX,America/South Dakota,Brookings,BKX,US,POINT (-96.81111 44.303333),1601,,KBKX,Brookings,Brookings County,South Dakota,
BLV,America/Illinois,Belleville,BLV,US,POINT (-89.85183 38.65178),456,,KBLV,Lebanon,Saint Clair County,Illinois,
NBG,America/Louisiana,NAS/Alvin Callendar,MSY,US,POINT (-90.03333 29.833332),39,,KNBG,Timberlane,Jefferson Parish,Louisiana,
NBU,America/Illinois,NAS,NBU,US,POINT (-107.316666 39.55),6023,,,Glenwood Springs,Garfield County,Colorado,
BNW,America/Iowa,Boone,BNW,US,POINT (-93.88333 42.066666),1158,,KBNW,Boone,Boone County,Iowa,
ARA,America/Louisiana,Acadiana Regional,ARA,US,POINT (-91.88190742881199 30.033018249999998),26,http://www.flyiberiaparish.com/,KARA,Cade,Saint Martin Parish,Louisiana,
BCS,America/Louisiana,Southern Seaplane,BCS,US,POINT (-90 29.966667),22,http://southernseaplane.com/cms/?page_id=460,65LA,,,,
NEW,America/Louisiana,Lakefront Airport,MSY,US,POINT (-90.026665 30.039444),36,http://www.lakefrontairport.com/,KNEW,Arabi,Saint Bernard Parish,Louisiana,
BPT,America/Texas,Jefferson County Airport,BPT,US,POINT (-94.02 29.950832),22,,KBPT,Nederland,Jefferson County,Texas,
ATW,America/Wisconsin,Outagamie County Regional Airport,ATW,US,POINT (-88.52169598755702 44.25659495),859,http://atwairport.com/,KATW,Menasha,Winnebago County,Wisconsin,
ATY,America/South Dakota,Watertown Airport,ATY,US,POINT (-97.14845996679145 44.912617499999996),1722,,KATY,Watertown,Codington County,South Dakota,
AUS,America/Texas,Austin-Bergstrom International Airport,AUS,US,POINT (-97.66500963529677 30.19348925),505,http://www.ci.austin.tx.us/austinairport/,KAUS,Hornsby Bend,Travis County,Texas,
BRL,America/Iowa,Burlington Airport,BRL,US,POINT (-91.12334 40.78611),702,,KBRL,Burlington,Des Moines County,Iowa,
BRO,America/Texas,South Padre Island International Airport,BRO,US,POINT (-97.42333 25.90889),36,,KBRO,South Point,Cameron County,Texas,
SLO,America/Illinois,Leckrone,SLO,US,POINT (-88.96442418337155 38.6404024),488,http://www.salem-leckronefield.com/,KSLO,Salem,Marion County,Illinois,
TUL,America/Oklahoma,Tulsa International Airport,TUL,US,POINT (-95.88675053989968 36.1968484),677,,KTUL,Owasso,Tulsa County,Oklahoma,
NOH,America/Illinois,Chicago NAS,CHI,US,POINT (-87.61667 41.880554),574,,,,,,
TUP,America/Mississippi,Tupelo Regional Airport,TUP,US,POINT (-88.76848308091172 34.26840715),346,,KTUP,Tupelo,Lee County,Mississippi,
TVF,America/Minnesota,Thief River Falls Regional Airport,TVF,US,POINT (-96.1844694 48.0660335),1119,,KTVF,Thief River Falls,Pennington County,Minnesota,
BUB,America/Nebraska,Municipal,BUB,US,POINT (-99.13333 41.783333),2171,,KBUB,Burwell,Garfield County,Nebraska,
BUM,America/Missouri,Butler,BUM,US,POINT (-94.333336 38.266666),830,,KBUM,Butler,Bates County,Missouri,
TYR,America/Texas,Tyler Pounds Regional Airport,TYR,US,POINT (-95.40208756061571 32.351909649999996),544,,KTYR,Chandler,Henderson County,Texas,
BVX,America/Arkansas,Municipal,BVX,US,POINT (-91.65 35.766666),246,,KBVX,Batesville,Independence County,Arkansas,
BWG,America/Kentucky,Warren County,BWG,US,POINT (-86.42222 36.962223),511,,KBWG,Bowling Green,Warren County,Kentucky,
UES,America/Wisconsin,Waukesha,UES,US,POINT (-88.23488740524746 43.039602200000004),911,https://www.waukeshacounty.gov/airport/,KUES,Waukesha,Waukesha County,Wisconsin,
OFF,America/Nebraska,Offutt Air Force Base,OFF,US,POINT (-95.9101309 41.1183758),984,http://www.offutt.af.mil/,KOFF,Offutt Air Force Base,Sarpy County,Nebraska,
BIS,America/North Dakota,Bismarck Airport,BIS,US,POINT (-100.74716366621541 46.7732585),1607,http://bismarckairport.com/,KBIS,Bismarck,Burleigh County,North Dakota,
ULM,America/Minnesota,New Ulm,ULM,US,POINT (-94.50046940687638 44.31641545),1011,http://www.ci.new-ulm.mn.us/index.asp?Type=B_BASIC&SEC={840F6280-A727-429E-B482-086226133C0E},KULM,New Ulm,Brown County,Minnesota,
PAH,America/Kentucky,Barkley Regional Airport,PAH,US,POINT (-88.773 37.0596),390,,KPAH,Massac,McCracken County,Kentucky,
OSB,America/Missouri,Osage Beach,OSB,US,POINT (-92.6758441 38.1077033),859,,,Osage Beach,Camden County,Missouri,
NGP,America/Texas,NAS,CRP,US,POINT (-97.28333 27.7),32,,,,,,
NIR,America/Texas,Chase Field NAS,NIR,US,POINT (-97.75 28.4),223,,,Beeville,Bee County,Texas,
BRD,America/Minnesota,Crow Wing County Airport,BRD,US,POINT (-94.12827992568421 46.40507465),1233,http://brainerdairport.com/,KBRD,Brainerd,Crow Wing County,Minnesota,
NSE,America/Florida,Whiting Field NAS,NSE,US,POINT (-87.05 30.633333),68,,KNSE,Milton,Santa Rosa County,Florida,
BVO,America/Oklahoma,Bartlesville,BVO,US,POINT (-96.00918689480022 36.7671135),685,,KBVO,Bartlesville,Washington County,Oklahoma,
NSL,America/Iowa,Slayton Municipal,NSL,US,POINT (-95.78246930183178 43.984017300000005),1410,http://www.slayton.govoffice.com/index.asp?SEC=5E59296F-B088-43BB-80E9-EC7A9653571B&Type=B_BASIC,KDVP,Slayton,Murray County,Minnesota,
CFD,America/Texas,Coulter Field,CFD,US,POINT (-96.36667 30.666668),374,http://www.bryantx.gov/coulterairfield/,KCFD,Bryan,Brazos County,Texas,
OBK,America/Illinois,Sky Harbor,OBK,US,POINT (-87.816666 42.11667),675,,,Northbrook,Cook County,Illinois,
VPS,America/Florida,Destin Fort Walton Beach Airport,VPS,US,POINT (-86.549503 30.4954202),98,http://www.flyvps.com/,KVPS,Eglin Village,Okaloosa County,Florida,
OJC,America/Kansas,Johnson Executive,MKC,US,POINT (-94.738015 38.8483415),1036,http://www.jocogov.org/dept/airport-commission/executive-airport,KOJC,Olathe,Johnson County,Kansas,
VPZ,America/Indiana,Porter County,VPZ,US,POINT (-87.00771731878464 41.45664055),715,http://www.vpz.org/,KVPZ,Valparaiso,Porter County,Indiana,
OMA,America/Nebraska,Eppley Airfield,OMA,US,POINT (-95.88987091468039 41.3011252),994,http://www.eppleyairfield.com,KOMA,Carter Lake,Pottawattamie County,Iowa,
OSH,America/Wisconsin,Wittman Field,OSH,US,POINT (-88.556946 43.98389),823,http://www.wittmanairport.com/,KOSH,Oshkosh,Winnebago County,Wisconsin,
CKA,America/Oklahoma,Kegelman Af,CKA,US,POINT (-98.35 36.75),1171,,KCKA,Cherokee,Alfalfa County,Oklahoma,
OSX,America/Mississippi,Attala County,OSX,US,POINT (-89.5417417 33.0906846),436,,,Kosciusko,Attala County,Mississippi,
OUN,America/Oklahoma,Max Westheimer,OUN,US,POINT (-97.433334 35.216667),1151,http://www.ou.edu/airport.html,KOUN,Norman,Cleveland County,Oklahoma,
OWA,America/Minnesota,Owatonna,OWA,US,POINT (-93.166664 44.1),1220,http://ci.owatonna.mn.us/airport,KOWA,Owatonna,Steele County,Minnesota,
OWB,America/Kentucky,Daviess County Airport,OWB,US,POINT (-87.16583 37.740833),396,,KOWB,Owensboro,Daviess County,Kentucky,
OZA,America/Texas,Ozona Municipalcipal,OZA,US,POINT (-101.21667 30.716667),2391,http://www.ozona.com/articles/view/ozona-municipal-airport-52b1db2c-3ff8-4122-8b3f-1a349bf0d2c8,KOZA,Ozona,Crockett County,Texas,
OZR,America/Alabama,Cairns AAF,OZR,US,POINT (-85.666664 31.45),400,,KOZR,Ozark,Dale County,Alabama,
PAM,America/Florida,Tyndall AFB,PFN,US,POINT (-85.683334 30.166668),26,http://www.tyndall.af.mil/,KPAM,Panama City,Bay County,Florida,
PBF,America/Arkansas,Grider Field,PBF,US,POINT (-91.9366952 34.1744743),127,http://www.pbaviation.com,KPBF,Pine Bluff,Jefferson County,Arkansas,
PCD,America/Texas,Prairie du Chien Municipal Airport,PCD,US,POINT (-91.1171306535747 43.01881145),652,,KPDC,Prairie du Chien,Crawford County,Wisconsin,
PEQ,America/Texas,Pecos City,PEQ,US,POINT (-103.5 31.433332),2565,http://www.townofpecoscitytx.com/82/Municipal-Airport,KPEQ,Pecos,Reeves County,Texas,
CMY,America/Wisconsin,Fort Mccoy,CMY,US,POINT (-90.77897 44.03347),987,,KCMY,Sparta,Monroe County,Wisconsin,
CKV,America/Tennessee,Outlaw Field,CKV,US,POINT (-87.41516535331829 36.6195673),410,http://www.clarksvilleregional.com/,KCKV,Oak Grove,Christian County,Kentucky,
CLL,America/Texas,Easterwood Airport,CLL,US,POINT (-96.3641116417029 30.58822845),288,,KCLL,College Station,Brazos County,Texas,
PHP,America/South Dakota,Philip,PHP,US,POINT (-101.666664 44.333332),2378,http://www.philipsouthdakota.com/philip_airport_19.html,KPHP,Philip,Haakon County,South Dakota,
PKD,America/Minnesota,Park Rapids,PKD,US,POINT (-95.07167 46.898335),1384,http://ci.park-rapids.mn.us/i_want_to/airport/index.php,KPKD,Park Rapids,Hubbard County,Minnesota,
PHT,America/Tennessee,Henry County,PHT,US,POINT (-88.3817119 36.3417248),541,http://www.paristnairport.com/default.htm,KPHT,Paris,Henry County,Tennessee,
PKF,America/Wisconsin,Park Falls,PKF,US,POINT (-90.53333 45.933334),1512,http://www.cityofparkfalls.com/community-resources/municipal-airport/,KPKF,Park Falls,Price County,Wisconsin,
PIA,America/Illinois,Peoria International Airport,PIA,US,POINT (-89.6989893705192 40.677171349999995),666,,KPIA,Bellevue,Peoria County,Illinois,
CMI,America/Illinois,Willard University Airport,CMI,US,POINT (-88.27156684832212 40.0383172),721,,KCMI,Savoy,Champaign County,Illinois,
PIB,America/Mississippi,Hattiesburg-Laurel Regional Airport,LUL,US,POINT (-89.3363366 31.4672),223,,KPIB,Rawls Springs,Forrest County,Mississippi,
PIR,America/South Dakota,Pierre Regional Airport,PIR,US,POINT (-100.28256187290475 44.37841305),1650,,KPIR,Pierre,Hughes County,South Dakota,
PMB,America/North Dakota,Intermediate,PMB,US,POINT (-98.083336 49),1299,,KPMB,Morden,,Manitoba,
CSM,America/Oklahoma,Sherman,CSM,US,POINT (-96.933334 35.539165),892,,KCSM,Meeker,Lincoln County,Oklahoma,
PNX,America/Texas,Grayson County,PNX,US,POINT (-96.611115 33.63889),738,http://www.northtexasregionalairport.com/,KGYI,Sherman,Grayson County,Texas,
POE,America/Louisiana,Polk AAF,POE,US,POINT (-93.19222 31.045834),265,http://www.jrtc-polk.army.mil/,KPOE,Fort Polk South,Vernon Parish,Louisiana,
POF,America/Missouri,Earl Fields Memorial,POF,US,POINT (-90.31389 36.71111),308,http://www.poplarbluff-mo.gov/index.asp?SEC=CFDD2948-56CF-42FC-92CA-6AAA7D0952AA&Type=B_BASIC,KPOF,Poplar Bluff,Butler County,Missouri,
PPF,America/Kansas,Tri-City,PPF,US,POINT (-95.508499 37.3323519),875,http://www.parsonsks.com/index.aspx?NID=249,KPPF,Cherryvale,Montgomery County,Kansas,
PSN,America/Texas,Palestine Municipalcipal Airport,PSN,US,POINT (-95.71667 31.783333),406,,KPSN,Palestine,Anderson County,Texas,
CXO,America/Texas,Montgomery Co,CXO,US,POINT (-95.45 30.316668),226,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,KCXO,Conroe,Montgomery County,Texas,
CWA,America/Wisconsin,Central Wisconsin Airport,AUW,US,POINT (-89.66716494412262 44.7727172),1236,,KCWA,Mosinee,Marathon County,Wisconsin,
CWF,America/Louisiana,Chennault International.,LCH,US,POINT (-93.23189 30.305918),29,http://www.chennault.org/,KCWF,Moss Bluff,Calcasieu Parish,Louisiana,
CWI,America/Iowa,Clinton,CWI,US,POINT (-90.33195 41.829445),698,,KCWI,Camanche,Clinton County,Iowa,
SFY,America/Illinois,Tri-Township Airport,SFY,US,POINT (-90.10958890991054 42.04550795),590,,,Savanna,Carroll County,Illinois,
SGF,America/Missouri,Springfield-Branson National Airport,SGF,US,POINT (-93.39661262453578 37.2393873),1289,http://www.sgf-branson-airport.com,KSGF,Willard,Greene County,Missouri,
CZT,America/Texas,Carrizo Springs,CZT,US,POINT (-99.831245 28.523977),629,,KCZT,Carrizo Springs,Dimmit County,Texas,
PWK,America/Illinois,Chicago Executive Airport,CHI,US,POINT (-87.90138470143162 42.1175026),629,http://chiexec.com/,KPWK,Wheeling,Cook County,Illinois,
DCU,America/Alabama,Pyor,DCU,US,POINT (-86.98333 34.6),610,,KDCU,Decatur,Morgan County,Alabama,
RBD,America/Texas,Redbird,DFW,US,POINT (-96.86887702681254 32.679660999999996),629,http://www.dallasexecairport.com/,KRBD,Duncanville,Dallas County,Texas,
RHI,America/Wisconsin,Oneida County Airport,RHI,US,POINT (-89.47897405074303 45.6314535),1584,,KRHI,Rhinelander,Oneida County,Wisconsin,
DAL,America/Texas,Dallas Love Field,DFW,US,POINT (-96.8498413 32.8450229),495,http://www.dallas-lovefield.com/,KDAL,University Park,Dallas County,Texas,
DBQ,America/Iowa,Dubuque Municipal Airport,DBQ,US,POINT (-90.71083 42.41),1066,,KDBQ,Dubuque,Dubuque County,Iowa,
DEC,America/Illinois,Decatur Airport,DEC,US,POINT (-88.86199100508733 39.83349835),692,,KDEC,Long Creek,Macon County,Illinois,
DEH,America/Iowa,Municipal,DEH,US,POINT (-91.8 43.3),853,,KDEH,Decorah,Winneshiek County,Iowa,
DFW,America/Texas,Dallas/Fort Worth International Airport,DFW,US,POINT (-97.0465220537124 32.89651945),574,https://www.dfwairport.com/,KDFW,Grapevine,Tarrant County,Texas,
SAT,America/Texas,San Antonio International Airport,SAT,US,POINT (-98.46921443046924 29.5334021),708,https://www.sanantonio.gov/aviation,KSAT,Alamo Heights,Bexar County,Texas,
DHN,America/Alabama,Dothan Regional Airport,DHN,US,POINT (-85.44995912385775 31.32003875),324,,KDHN,Midland City,Dale County,Alabama,
DHT,America/Texas,Dalhart,DHT,US,POINT (-102.51667 36.066666),3959,,KDHT,Dalhart,Dallam County,Texas,
DLF,America/Texas,Laughlin AFB,DRT,US,POINT (-100.9 29.366667),1007,http://www.laughlin.af.mil/,KDLF,Del Rio,Val Verde County,Texas,
DLH,America/Minnesota,Duluth International Airport,DLH,US,POINT (-92.20329684929376 46.84183845),1450,http://www.duluthairport.com/,KDLH,Hermantown,Saint Louis County,Minnesota,
PTS,America/Missouri,Atkinson Municipal Airport,PTS,US,POINT (-94.733295 37.4458828),921,,,Frontenac,Crawford County,Kansas,
DNE,America/North Dakota,Dallas North Airport,DFW,US,POINT (-97.38333 32.75),656,,,Westworth,Tarrant County,Texas,
DNS,America/Iowa,Municipal,DNS,US,POINT (-95.35 42.016666),1266,http://www.denisonia.com/community/airport.asp,KDNS,Denison,Crawford County,Iowa,
DNV,America/Illinois,Vermilion County,DNV,US,POINT (-87.59618325590233 40.2003859),672,http://vrairport.com/,KDNV,Danville,Vermilion County,Illinois,
DPA,America/Illinois,DuPage Airport,CHI,US,POINT (-88.25218333266092 41.90513465),731,http://www.dupageairport.com/,KDPA,Wayne,DuPage County,Illinois,
DRI,America/Louisiana,Beauregard Parish,DRI,US,POINT (-93.28333 30.85),164,,KDRI,DeRidder,Beauregard Parish,Louisiana,
DRT,America/Texas,Del Rio International Airport,DRT,US,POINT (-100.97833 29.333332),941,http://www.cityofdelrio.com/index.aspx?NID=412,KDRT,Ciudad Acuna,,Texas,
DSI,America/Florida,Destin-Fort Walton Beach Airport,DSI,US,POINT (-86.5 30.383333),22,http://www.flydts.com/,KDTS,Destin,Okaloosa County,Florida,
DSM,America/Iowa,Des Moines International Airport,DSM,US,POINT (-93.65927182349738 41.534256),941,http://www.dsmairport.com/,KDSM,Norwalk,Warren County,Iowa,
DTL,America/Minnesota,Municipal,DTL,US,POINT (-95.88611 46.82639),1374,http://www.detroitlakesaviation.com/index.php?mod=homepage&Page=1,KDTL,Detroit Lakes,Becker County,Minnesota,
DVL,America/North Dakota,Devils Lake Airport,DVL,US,POINT (-98.9072037 48.1138202),1361,http://www.devilslakeairport.com/,KDVL,Devils Lake,Ramsey County,North Dakota,
DVN,America/Iowa,Davenport,DVN,US,POINT (-90.58936777613083 41.60892285),734,http://www.cityofdavenportiowa.com/department/?fDD=47-0,KDVN,Eldridge,Scott County,Iowa,
RDR,America/North Dakota,Grand Forks AFB,RDR,US,POINT (-96.75 46.833332),892,http://www.grandforks.af.mil/,KRDR,Moorhead,Clay County,Minnesota,
DUA,America/Oklahoma,Eaker,DUA,US,POINT (-96.416664 33.983334),682,,KDUA,Durant,Bryan County,Oklahoma,
DUC,America/Oklahoma,Halliburton Field,DUC,US,POINT (-97.960035 34.4720262),1099,,KDUC,Duncan,Stephens County,Oklahoma,
RFD,America/Illinois,Chicago Rockford International Airport,CHI,US,POINT (-89.222115 42.30364),853,,KRFD,Winnebago,Winnebago County,Illinois,
RFK,America/Mississippi,Rollang Field,RFK,US,POINT (-90.8459333 32.9542936),98,,,Rolling Fork,Sharkey County,Mississippi,
RGR,America/Texas,Ranger Municipalcipal,RGR,US,POINT (-98.683334 32.466667),1466,,F23,Ranger,Eastland County,Texas,
CUX,America/Texas,Cuddihy Field,CRP,US,POINT (-97.33611 27.75),0,,,,,,
DXE,America/Mississippi,Bruce Campbell Field,DXE,US,POINT (-90.10313414239927 32.4392835),246,http://www.madisonthecity.com/airport,KMBO,Madison,Madison County,Mississippi,
DYS,America/Texas,Dyess AFB,ABI,US,POINT (-99.71667 32.466667),1715,http://www.dyess.af.mil/,KDYS,Abilene,Taylor County,Texas,
EAR,America/Nebraska,Kearney Regional Airport,EAR,US,POINT (-99.00166250001115 40.726652200000004),2106,,KEAR,Kearney,Buffalo County,Nebraska,
EAU,America/Wisconsin,Eau Claire Airport,EAU,US,POINT (-91.4855007489738 44.8689683),895,,KEAU,Lake Hallie,Chippewa County,Wisconsin,
RKR,America/Oklahoma,Robert S Kerr,RKR,US,POINT (-94.6203052 35.019388),410,,,Poteau,Le Flore County,Oklahoma,
RKP,America/Texas,Aransas County,RKP,US,POINT (-97.05 28.033333),39,http://aransascountyairport.com/,KRKP,Rockport,Aransas County,Texas,
RLI,America/Wisconsin,Reilly AHP,ANB,US,POINT (-85.85 33.666668),692,,,Anniston,Calhoun County,Alabama,
EBR,America/Louisiana,Downtown,BTR,US,POINT (-91.183334 30.45),82,,,Port Allen,West Baton Rouge Parish,Louisiana,
EBS,America/Iowa,Municipal,EBS,US,POINT (-93.816666 42.466667),1056,,KEBS,Webster City,Hamilton County,Iowa,
ECP,America/Florida,NW Florida Beaches Int,PFN,US,POINT (-85.79892 30.357803),55,http://iflybeaches.com,KECP,Laguna Beach,Bay County,Florida,
RSL,America/Kansas,Russell,RSL,US,POINT (-98.85 38.88333),1814,http://www.russellcity.org/airport.php,KRSL,Russell,Russell County,Kansas,
EDK,America/Kansas,El Dorado,EDK,US,POINT (-96.86667 37.816666),1338,http://www.eldoks.com/Airport%20Cover.html,KEQA,El Dorado,Butler County,Kansas,
RVS,America/Oklahoma,R.Lloyd Jones,TUL,US,POINT (-95.96667 36.15),731,http://www.tulsaairports.com/general-aviation/r-l-jones/,KRVS,Tulsa,Tulsa County,Oklahoma,
EFD,America/Texas,Ellington Field,HOU,US,POINT (-95.15 29.6),32,,KEFD,Webster,Harris County,Texas,
EFW,America/Iowa,Municipal,EFW,US,POINT (-94.38333 42.016666),1049,http://cityofjeffersoniowa.org/depts-airport.php,KEFW,Jefferson,Greene County,Iowa,
SAR,America/Illinois,Sparta Community,SAR,US,POINT (-89.69975207893714 38.1491926),334,http://www.ksarairport.com/,KSAR,Sparta,Randolph County,Illinois,
EGI,America/Florida,Duke Field,VPS,US,POINT (-86.5 30.483334),59,http://www.919sow.afrc.af.mil/,KEGI,Valparaiso,Okaloosa County,Florida,
EGP,America/Texas,Maverick Co,EGP,US,POINT (-100.48055 28.702223),767,,5T9,Las Quintas Fronterizas Colonia,Maverick County,Texas,
EGV,America/Wisconsin,Eagle River,EGV,US,POINT (-89.26583 45.92917),1660,http://www.erairport.com/,KEGV,Eagle River,Vilas County,Wisconsin,
ELA,America/Texas,Eagle Lake,ELA,US,POINT (-96.3224655 29.5994056),98,,KELA,Eagle Lake,Colorado County,Texas,
SEM,America/Alabama,Craig AFB,SES,US,POINT (-87.08722 32.226112),147,http://www.craigcomplex.com/,KSEM,Selmont-West Selmont,Dallas County,Alabama,
ELD,America/Arkansas,South Arkansas Regional Airport,ELD,US,POINT (-92.81207560268578 33.21626425),236,,KELD,El Dorado,Union County,Arkansas,
ELK,America/Oklahoma,Municipal,ELK,US,POINT (-99.416664 35.416668),1981,http://www.elkcityairport.com/default.htm,KELK,Elk City,Beckham County,Oklahoma,
SEP,America/Texas,Clark Field,SEP,US,POINT (-98.2 32.216667),1256,http://www.stephenvilletx.gov/city-services/airport/airport-stephenville-aviation/,KSEP,Stephenville,Erath County,Texas,
SES,America/Alabama,Selfield,SES,US,POINT (-87.08722 32.726112),291,,,Centreville,Bibb County,Alabama,
EMP,America/Kansas,Emporia,EMP,US,POINT (-96.19042974069536 38.3294305),1194,http://visitors.emporia-kansas.gov/index.php/emporia-municipal-airport,KEMP,Emporia,Lyon County,Kansas,
ENL,America/Illinois,Municipal,ENL,US,POINT (-89.13333 38.516666),511,,KENL,Centralia,Marion County,Illinois,
SGR,America/Texas,Sugar Land Regional,SGR,US,POINT (-95.407776 29.698889),52,http://www.sugarlandtx.gov/index.aspx?nid=1073,KSGR,Southside Place,Harris County,Texas,
SGT,America/Arkansas,Stuttgart Municipalcipal,SGT,US,POINT (-91.53333 34.5),187,http://www.stuttgartarkansas.org/work/stuttgart_municipal_airport.aspx,KSGT,Stuttgart,Arkansas County,Arkansas,
ENW,America/Wisconsin,Kenosha Regional Airport,ENW,US,POINT (-87.816666 42.583332),583,http://www.kenosha.org/departments/airport/,KENW,Kenosha,Kenosha County,Wisconsin,
EOK,America/Iowa,Keokuk,EOK,US,POINT (-91.42688362865425 40.459676),643,http://www.cityofkeokuk.org/airport.html,KEOK,Keokuk,Lee County,Iowa,
EPG,America/Nebraska,Browns,EPG,US,POINT (-96.13333 40.86667),1204,,NE69,Weeping Water,Cass County,Nebraska,
SIK,America/Missouri,Memorial,SIK,US,POINT (-89.55 36.86667),278,,KSIK,Sikeston,Scott County,Missouri,
ERV,America/Texas,Kerrville,ERV,US,POINT (-99.13333 30.05),1692,http://www.co.kerr.tx.us/airport/,KERV,Kerrville,Kerr County,Texas,
SHV,America/Louisiana,Shreveport Regional Airport,SHV,US,POINT (-93.82673715989384 32.4451121),252,,KSHV,Shreveport,Caddo Parish,Louisiana,
ESF,America/Louisiana,Esler Field,AEX,US,POINT (-92.29668575105151 31.398927999999998),98,http://www.alexandria-louisiana.com/esler-field-louisiana.htm,KESF,Ball,Rapides Parish,Louisiana,
EST,America/Iowa,Municipal,EST,US,POINT (-94.833336 43.4),1325,,KEST,Estherville,Emmet County,Iowa,
EUF,America/Alabama,Weedon Field,EUF,US,POINT (-85.15 31.9),242,,KEUF,Eufaula,Barbour County,Alabama,
ETB,America/Wisconsin,West Bend,ETB,US,POINT (-88.12967944787047 43.4203387),869,http://www.ci.west-bend.wi.us/Airport/,KETB,West Bend,Washington County,Wisconsin,
ETN,America/Texas,Municipal,ETN,US,POINT (-98.833336 32.38333),1469,,KETN,Eastland,Eastland County,Texas,
ETS,America/Alabama,Municipal,ETS,US,POINT (-85.85 31.316668),351,,KEDN,Enterprise,Coffee County,Alabama,
EVA,America/Texas,Landing Strip,EVA,US,POINT (-94.066666 30.35),75,,4TE8,Evadale,Jasper County,Texas,
FRI,America/Nebraska,Marshall AAF,FRI,US,POINT (-96.78333 39.083332),1210,,KFRI,Fort Riley North,Riley County,Kansas,
EVM,America/Minnesota,Eveleth,EVM,US,POINT (-92.5060179 47.4281731),1387,,KEVM,Eveleth,Saint Louis County,Minnesota,
EVV,America/Indiana,Evansville Regional Airport,EVV,US,POINT (-87.5296839642167 38.04188775),377,,KEVV,Melody Hill,Vanderburgh County,Indiana,
EWK,America/Kansas,City-County,EWK,US,POINT (-97.36667 38.033333),1456,http://www.newtonkansas.com/index.aspx?page=40,KEWK,Newton,Harvey County,Kansas,
FST,America/Texas,Pecos County,FST,US,POINT (-102.87889 30.893888),2969,,KFST,Fort Stockton,Pecos County,Texas,
FXY,America/Iowa,Municipal,FXY,US,POINT (-93.65 43.266666),1276,http://www.cityofforestcity.com/departments/airport.asp,KFXY,Forest City,Winnebago County,Iowa,
FYM,America/Tennessee,Municipal,FYM,US,POINT (-86.566666 35.15),669,http://www.fayettevillemunicipalairport.com/,KFYM,Fayetteville,Lincoln County,Tennessee,
SNL,America/Oklahoma,Shawnee Municipal,SNL,US,POINT (-96.9430788 35.3542366),967,http://www.shawneeairport.com/,KSNL,Shawnee,Pottawatomie County,Oklahoma,
SPS,America/Texas,Sheppard AFB,SPS,US,POINT (-98.50127258819343 33.98750455),987,http://www.flywichitafalls.net/,KSPS,Wichita Falls,Wichita County,Texas,
FAL,America/Texas,Falcon State,FAL,US,POINT (-99.13333 26.583332),328,,,Nueva Ciudad Guerrero,,,
FAM,America/Missouri,Regional,FAM,US,POINT (-90.42167 37.780834),925,http://farmington-mo.gov/airport.cfm,KFAM,Farmington,Saint Francois County,Missouri,
FAR,America/North Dakota,Hector International Airport,FAR,US,POINT (-96.81448802996968 46.9208925),813,http://www.fargoairport.com/,KFAR,Oakport,Clay County,Minnesota,
FBL,America/Minnesota,Municipal,FBL,US,POINT (-93.26667 44.3),1003,http://www.faribault.org/departments/publicworks/airport,KFBL,Faribault,Rice County,Minnesota,
SPW,America/Iowa,Spencer Municipal,SPW,US,POINT (-95.20352113315774 43.166146850000004),1332,http://spenceriowacity.com/airport.php,KSPW,Spencer,Clay County,Iowa,
SQI,America/Illinois,Whiteside County,SQI,US,POINT (-89.66774129514164 41.743649149999996),620,http://www.visitrockfalls.com/visitor-s-guide/airport/whiteside-county-airport.html,KSQI,Rock Falls,Whiteside County,Illinois,
SPZ,America/Missouri,Springdale Municipal,SPZ,US,POINT (-94.11966333062685 36.17580785),1345,,KASG,Springdale,Washington County,Arkansas,
SPX,America/Texas,Houston Gulf Airport,HOU,US,POINT (-95.433334 29.766666),157,,HESX,West University Place,Harris County,Texas,
FBY,America/Nebraska,Municipal,FBY,US,POINT (-97.183334 40.13333),1302,http://www.fairbury.com/pages/fairbury_airport.html,KFBY,Fairbury,Jefferson County,Nebraska,
FCY,America/Arkansas,Municipal,FCY,US,POINT (-90.76667 34.95),246,http://www.fly.arkansas.gov/Airports/ForrestCity/FORREST_CITY-2.pdf,KFCY,Forrest City,Saint Francis County,Arkansas,
FDR,America/Oklahoma,Municipal,FDR,US,POINT (-99.01667 34.38333),1299,,KFDR,Frederick,Tillman County,Oklahoma,
SRC,America/Arkansas,Searcy,SRC,US,POINT (-91.73813412652575 35.2086856),213,,,Searcy,White County,Arkansas,
FEP,America/Illinois,Albertus,FEP,US,POINT (-89.58328993042613 42.24424695),830,http://www.ci.freeport.il.us/business/albertus.htm,KFEP,Freeport,Stephenson County,Illinois,
FET,America/Nebraska,Municipal,FET,US,POINT (-96.5 41.433334),1217,http://www.fremontne.gov/index.aspx?nid=398,KFET,Fremont,Dodge County,Nebraska,
FFL,America/Iowa,Municipal,FFL,US,POINT (-91.95 40.933334),731,http://cityoffairfieldiowa.com/index.aspx?nid=65,KFFL,Fairfield,Jefferson County,Iowa,
